Accountability score;Administrative expenses;Charity name;Charity url;City;CN advisory;Compensation leader compensation;Compensation leader expense;Compensation leader title;Excess or deficit for year;Financial score;Fundraising expenses;Net assets;Organization type;Other revenue;Overall score;Payments to affiliates;Program expenses;State;Total contributions
74;156947.0;Good News;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6945;The Woodlands;nan;33870.0;3.5;President;23463.0;75.84;213762.0;622661.0;Religion : Religious Media and Broadcasting;2714.0;74.9;0.0;596373.0;TX;967126.0
96;871695.0;Community Servings;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8169;Jamaica Plain;nan;208388.0;3.5700000000000003;Chief Executive Officer;196333.0;85.89;581994.0;3350740.0;Human Services : Social Services;108592.0;89.62;0.0;4382709.0;MA;5028296.0
100;1196916.0;Big Brothers Big Sisters Lone Star;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10896;Irving;nan;224163.0;2.12;CEO;41022.0;67.11;1656799.0;276252.0;Human Services : Youth Development, Shelter, and Crisis Services;519008.0;76.74;0.0;7704346.0;TX;10080075.0
100;175424.0;Canine Partners For Life;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6828;Cochranville;nan;98813.0;5.84;Executive Director;-53712.0;80.87;260523.0;4457567.0;Animals : Animal Rights, Welfare, and Services;15591.0;86.47;0.0;1255131.0;PA;1609827.0
93;621173.0;Rafiki Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10527;Eustis;nan;95000.0;1.09;CEO, Executive Director;-752922.0;92.9;133905.0;25123857.0;International : Development and Relief Services;-51294.0;92.94;0.0;7957904.0;FL;8011354.0
67;436877.0;Christian Research Institute;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5077;Charlotte;nan;139613.0;3.24;President/CEO;176146.0;75.55;474851.0;573816.0;Religion : Religious Media and Broadcasting;91648.0;70.95;0.0;3394441.0;NC;4390667.0
100;536687.0;Homeward Bound, Phoenix;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9738;Phoenix;nan;174231.0;3.9;Executive Director;1954563.0;70.55;499803.0;2037132.0;Community Development : Housing and Neighborhood Development;2650029.0;79.17;0.0;3425744.0;AZ;2898140.0
96;438457.0;The Women's Home;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8784;Houston;nan;144601.0;3.32;Executive Director;4297218.0;89.97;680340.0;24813809.0;Human Services : Children's and Family Services;853058.0;92.36;0.0;3228757.0;TX;7139729.0
96;200949.0;The Food Depot;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7367;Santa Fe;nan;115093.0;1.02;Executive Director;349293.0;97.5;490548.0;7089675.0;Human Services : Food Banks, Food Pantries, and Food Distribution;71460.0;96.66;0.0;10531494.0;NM;11178845.0
97;149443.0;Foods Resource Bank;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12653;Western Springs;nan;139091.0;4.5600000000000005;President, CEO;37943.0;87.5;148343.0;3360236.0;International : Development and Relief Services ,;7977.0;90.91;0.0;2746898.0;IL;3074650.0
85;257134.0;Bay Area Humane Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6171;Green Bay;nan;62030.0;4.34;Executive Director;-255266.0;72.3;174020.0;2298365.0;Animals : Animal Rights, Welfare, and Services;21449.0;77.72;0.0;998104.0;WI;737723.0
85;159050.0;Boys & Girls Clubs of Bay County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10771;Panama City;nan;62200.0;4.85;Executive Director;98625.0;91.89;22711.0;764465.0;Human Services : Youth Development, Shelter, and Crisis Services;90357.0;87.94;0.0;1099967.0;FL;614639.0
100;193434.0;Rising Treetops at Oakhurst;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15453;New York;nan;166116.0;7.64;Executive Director;20632.0;97.0;99636.0;3605961.0;Health : Patient and Family Support;264433.0;97.87;0.0;1880219.0;NY;863736.0
66;301663.0;Al-Furqaan Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16362;Bolingbrook;nan;27300.0;1.5899999999999999;President;574936.0;79.42;64902.0;1661304.0;Religion : Religious Media and Broadcasting;106925.0;71.89;0.0;1344556.0;IL;1594094.0
100;1006456.0;United Way of Dane County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5312;Madison;nan;223435.0;0.98;Chief Executive Officer;-27025.0;91.27;2033213.0;19548542.0;Community Development : United Ways ,;74939.0;93.82;180829.0;19656268.0;WI;22593973.0
85;584614.0;Heart of Illinois United Way;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11762;Peoria;nan;163705.0;1.46;President;159236.0;87.47;870209.0;2327207.0;Community Development : United Ways ,;12002.0;86.17;123540.0;9741873.0;IL;11343930.0
82;311897.0;Humane Society of West Michigan;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5287;Grand Rapids;nan;83528.0;4.7;Executive Director;231847.0;84.34;294290.0;6697674.0;Animals : Animal Rights, Welfare, and Services;372435.0;83.12;0.0;1169333.0;MI;1175198.0
96;1126998.0;Nebraska Children and Families Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15059;Lincoln;nan;124146.0;0.89;President;3914524.0;97.5;268561.0;34341057.0;Human Services : Children's and Family Services;158152.0;96.66;0.0;12533163.0;NE;17685094.0
89;1100417.0;The Frick Pittsburgh;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13156;Pittsburgh;nan;198431.0;3.14;Executive Director;-817737.0;93.57;261231.0;95671646.0;Arts, Culture, Humanities : Museums;2176514.0;90.99;0.0;4945754.0;PA;2864343.0
85;124032.0;Feed the Hunger;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4218;Graham;nan;64048.0;4.15;Chief Executive Officer;34229.0;78.32;104448.0;169959.0;Religion : Religious Activities;0.0;81.35;0.0;1312611.0;NC;1575320.0
78;808785.0;Student Mobilization;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5642;Conway;nan;57632.0;0.41000000000000003;Executive Director;-45686.0;92.5;914210.0;3469231.0;Religion : Religious Activities;7892.0;83.56;0.0;12232456.0;AR;11041687.0
89;303179.0;The Shade Tree;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7380;Las Vegas;nan;79495.0;2.2;Executive Director;31124.0;92.29;204245.0;10668471.0;Human Services : Homeless Services;-316458.0;90.5;0.0;3104723.0;NV;3950716.0
100;225621.0;San Gabriel Valley Habitat for Humanity;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11165;Azusa;nan;99840.0;4.18;Executive Director;730184.0;100.0;51820.0;9009799.0;Community Development : Housing and Neighborhood Development;85349.0;100.0;0.0;2109305.0;CA;2890961.0
100;79271.0;Town of Palm Beach United Way;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15041;Palm Beach;nan;131179.0;2.81;President & CEO;1656584.0;87.5;321172.0;10177253.0;Community Development : United Ways ,;287629.0;91.16;0.0;4256039.0;FL;6025437.0
96;88241.0;Community Storehouse;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12388;Fort Worth;nan;88565.0;3.7199999999999998;Executive Director;16087.0;83.53;69967.0;416128.0;Human Services : Children's and Family Services;43382.0;88.01;0.0;2220800.0;TX;2351713.0
96;1224194.0;Cincinnati Public Radio;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7680;Cincinnati;nan;196849.0;3.5;President;1401332.0;85.13;705104.0;26882236.0;Arts, Culture, Humanities : Public Broadcasting and Media;221923.0;89.11;0.0;3690876.0;OH;6784290.0
96;2313996.0;Chesapeake Bay Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3467;Annapolis;nan;201746.0;0.8;President;904673.0;76.6;4470413.0;95100585.0;Environment : Environmental Protection and Conservation;1748669.0;83.21;0.0;18382334.0;MD;22603162.0
81;64612.0;Big Green Scholarship Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14237;Huntington;nan;;;nan;4787.0;84.46;281012.0;10416657.0;Education : Scholarship and Financial Support;201618.0;82.64;0.0;3405885.0;WV;3554678.0
100;539033.0;The Anti-Cruelty Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3301;Chicago;nan;193752.0;2.29;President;143602.0;89.82;1176516.0;51252068.0;Animals : Animal Rights, Welfare, and Services;1394167.0;92.8;0.0;6714537.0;IL;6281094.0
82;967143.0;Adopt A Pet.com;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11882;Clairmont;nan;158772.0;5.33;Executive Director;164000.0;74.47;185001.0;2430749.0;Animals : Animal Rights, Welfare, and Services;202330.0;77.91;0.0;1822988.0;CA;2936802.0
97;90829.0;Western Resource Advocates;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10844;Boulder;nan;164289.0;3.71;President;-681371.0;90.64;495796.0;5162227.0;Environment : Environmental Protection and Conservation;82242.0;93.04;0.0;3841470.0;CO;3664482.0
100;1583901.0;San Diego Repertory Theatre;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11654;San Diego;nan;;;Managing Director;-379470.0;49.88;264633.0;-348434.0;Arts, Culture, Humanities : Performing Arts;1154.0;64.55;0.0;2116721.0;CA;1932260.0
100;208842.0;Boy Scouts of America, Capitol Area Council;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6339;Austin;nan;167852.0;2.66;Scout Executive;-210771.0;90.04;655835.0;25655753.0;Human Services : Youth Development, Shelter, and Crisis Services;1589535.0;92.95;78920.0;5433115.0;TX;2843252.0
96;160213.0;Book Trust;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17326;Denver;nan;159825.0;4.97;President, CEO;83486.0;87.97;497166.0;1538994.0;Education : Youth Education Programs and Services;87996.0;91.03;0.0;2558393.0;CO;3211262.0
100;394519.0;SAMMinistries;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4424;San Antonio;nan;185554.0;1.78;President, CEO;-808655.0;80.09;908606.0;7286344.0;Human Services : Homeless Services;208335.0;85.92;0.0;9079177.0;TX;9316152.0
92;59952.0;Ronald McDonald House Charities of Northwest Florida;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13248;Pensacola;nan;;;nan;-146344.0;86.97;177514.0;6426092.0;Health : Patient and Family Support;100214.0;89.18;37268.0;1212241.0;FL;1203149.0
100;169769.0;Pediatric Cancer Research Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6469;Irvine;nan;163846.0;7.77;Executive Director;549099.0;78.37;335396.0;1988294.0;Health : Medical Research ,;-313928.0;84.7;0.0;1603280.0;CA;2971472.0
100;1241947.0;Operation Breakthrough;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12275;Kansas City;nan;137113.0;1.65;President, CEO;271948.0;95.32;591145.0;16438272.0;Human Services : Children's and Family Services;1375556.0;96.69;0.0;6451552.0;MO;6441522.0
100;166774.0;Global Links;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3757;Pittsburgh;nan;69000.0;1.62;Executive Director, CEO;483919.0;82.5;112653.0;5805681.0;International : Humanitarian Relief Supplies;157973.0;87.62;0.0;3958749.0;PA;4564122.0
70;194662.0;Invest in Kids;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12114;Denver;nan;140713.0;5.74;Executive Director;-410373.0;80.12;416969.0;1641498.0;Human Services : Children's and Family Services;295733.0;74.55;0.0;1838241.0;CO;1699118.0
96;147531.0;Humane Society of Sarasota County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6319;Sarasota;nan;82876.0;3.62;Executive Director;540017.0;100.0;97029.0;12843965.0;Animals : Animal Rights, Welfare, and Services;504685.0;97.17;0.0;2042365.0;FL;1571453.0
66;325117.0;New Orleans Ballet Association;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13656;New Orleans;nan;104000.0;5.02;Executive Director;-31416.0;89.99;188997.0;3187189.0;Arts, Culture, Humanities : Performing Arts;2811.0;74.93;0.0;1555480.0;LA;1550106.0
93;12837746.0;The Los Angeles Philharmonic;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4018;Los Angeles;nan;1566692.0;1.2;President & CEO;10841699.0;94.57;7703511.0;283201696.0;Arts, Culture, Humanities : Performing Arts;1941100.0;93.73;0.0;109870985.0;CA;44156830.0
100;130938.0;Lighthouse of Broward County;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11252;Fort Lauderdale;nan;86979.0;4.73;Executive Director;81918.0;94.25;149774.0;4472579.0;Human Services : Social Services;127674.0;95.93;0.0;1557478.0;FL;1691144.0
89;1654906.0;LIFT;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11342;Washington;nan;162123.0;2.5700000000000003;President, CEO;-437387.0;78.14;992541.0;3633358.0;Human Services : Social Services;-202718.0;82.69;0.0;3643899.0;DC;6056677.0
77;118627.0;Mission to Haiti;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7231;Miami;nan;14380.0;2.13;President, Executive Director;79508.0;79.06;25507.0;328160.0;International : Development and Relief Services;0.0;78.0;0.0;528951.0;FL;752593.0
89;78075.0;Minnesota Museum of American Art;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17345;Saint Paul;nan;107815.0;8.68;Executive Director;1792363.0;88.86;302442.0;6351597.0;Arts, Culture, Humanities : Museums;-18460.0;88.92;0.0;860443.0;MN;3044471.0
89;348985.0;Marin Theatre Company;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15708;Mill Valley;nan;108680.0;3.13;Managing Director;-120410.0;90.44;374152.0;3497406.0;Arts, Culture, Humanities : Performing Arts;85842.0;89.69;0.0;2749041.0;CA;1896345.0
100;215213.0;River Bend Foodbank;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15749;Davenport;nan;109821.0;0.53;Executive Director;895312.0;100.0;217169.0;7314810.0;Human Services : Food Banks, Food Pantries, and Food Distribution;113302.0;100.0;0.0;20266020.0;IA;20305209.0
32;86576.0;Rebecca Farm;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13811;Whitefish;nan;;;nan;80693.0;84.3;11790.0;117366.0;Human Services : Multipurpose Human Service Organizations;11706.0;50.65;26663.0;1049397.0;MT;706874.0
89;92967.0;Olbrich Botanical Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7005;Madison;nan;90914.0;6.19;Executive Director;4548749.0;76.67;337092.0;6412952.0;Environment : Botanical Gardens, Parks, and Nature Centers;108817.0;81.76;0.0;1038157.0;WI;5461021.0
89;603206.0;Gay & Lesbian Alliance Against Defamation (GLAAD);https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6743;Los Angeles;nan;260961.0;5.05;President;-97678.0;73.75;1014414.0;4548510.0;Human and Civil Rights : Advocacy and Education;287656.0;79.87;0.0;3541339.0;CA;4773625.0
96;548107.0;FOOD Share;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5715;Oxnard;nan;187129.0;0.79;President, CEO;-601409.0;90.2;1054394.0;6121910.0;Human Services : Food Banks, Food Pantries, and Food Distribution;16811.0;92.51;6171.0;21920688.0;CA;22629941.0
100;2343088.0;Feed My Starving Children;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9307;Coon Rapids;nan;215832.0;0.6000000000000001;CEO;2938180.0;90.0;2679359.0;11544802.0;International : Development and Relief Services;1004207.0;92.92;0.0;30548310.0;MN;37504730.0
85;468523.0;American Federation for Children Growth Fund;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11012;Washington;nan;;;Executive Director;715782.0;95.0;432048.0;5769912.0;Education : Education Policy and Reform;-280640.0;88.81;0.0;10101902.0;DC;11985895.0
73;279337.0;American Civil Rights Union;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10196;Alexandria;nan;138000.0;3.5300000000000002;Chief Executive Officer;291850.0;0.0;3245028.0;1656938.0;Human and Civil Rights : Advocacy and Education;189824.0;26.75;0.0;376498.0;VA;4002889.0
96;100636.0;American Action Fund for Blind Children and Adults;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6217;Baltimore;nan;131721.0;3.51;Executive Director;104084.0;74.46;1409945.0;27731363.0;Human Services : Social Services;-286788.0;81.72;0.0;2236033.0;MD;4137486.0
100;510137.0;The College Crusade of Rhode Island;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5069;Providence;nan;143087.0;2.89;President & CEO;-370126.0;87.07;272881.0;4903601.0;Education : Scholarship and Financial Support;575769.0;90.85;0.0;4158363.0;RI;3995486.0
75;1363456.0;Cleveland Botanical Garden;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3521;Cleveland;nan;;;President & CEO;-2775025.0;74.98;743596.0;27518121.0;Environment : Botanical Gardens, Parks, and Nature Centers;362916.0;74.98;0.0;5466538.0;OH;2477865.0
100;738316.0;Keep America Beautiful;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4939;Stamford;nan;320306.0;3.81;President, Chief Executive Officer;427911.0;81.29;995026.0;7394128.0;Community Development : Housing and Neighborhood Development;131354.0;86.77;0.0;6653321.0;CT;8359562.0
96;504891.0;Zimmer Children's Museum;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15661;Los Angeles;nan;200951.0;8.14;CEO, President;39193.0;81.89;222470.0;531665.0;Arts, Culture, Humanities : Museums;-68315.0;86.88;0.0;1741316.0;CA;2003696.0
92;254958.0;United Way of the Mid-Willamette Valley;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13095;Salem;nan;81491.0;4.25;Executive Director;-270904.0;85.8;209713.0;1801560.0;Community Development : United Ways ,;34706.0;88.47;14871.0;1448484.0;OR;1606855.0
93;183162.0;Wichita Falls Faith Mission;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7319;Wichita Falls;nan;56000.0;2.92;Executive Director;-426084.0;99.65;106345.0;4654791.0;Human Services : Homeless Services;75749.0;95.04;0.0;1627253.0;TX;1387617.0
96;21039865.0;Susan G. Komen for the Cure;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4509;Dallas;nan;496324.0;0.24;Chief Executive Officer;11809106.0;73.6;21944341.0;198442585.0;Health : Diseases, Disorders, and Disciplines ,This rating represents consolidated financial data for these organizations:;17460966.0;81.11;0.0;156053196.0;TX;192956670.0
97;514872.0;Scleroderma Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6225;Danvers;nan;106255.0;2.15;Chief Executive Officer;-597412.0;96.09;221285.0;9651497.0;Health : Diseases, Disorders, and Disciplines;307688.0;96.51;441097.0;4199599.0;MA;3939641.0
31;92885.0;The Rusty Staub Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10940;New York;nan;72000.0;5.09;Chief Officer and Director;182079.0;64.27;627509.0;1057929.0;Education : Scholarship and Financial Support ,;-149319.0;45.05;0.0;693928.0;NY;1745720.0
100;449486.0;Feeding America West Michigan Food Bank;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4457;Comstock Park;nan;137344.0;0.28;Chief Executive Officer;-306473.0;89.72;617501.0;8731889.0;Human Services : Food Banks, Food Pantries, and Food Distribution;31915.0;92.73;0.0;46819375.0;MI;44722754.0
92;64597.0;ECHO of Brandon;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16724;Brandon;nan;;;nan;-1959.0;88.35;50502.0;614188.0;Human Services : Social Services;62516.0;90.0;0.0;1385135.0;FL;1378580.0
89;444265.0;ECHO Lake Aquarium and Science Center;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13089;Burlington;nan;154954.0;4.88;Executive Director;268934.0;95.87;208304.0;14873853.0;Arts, Culture, Humanities : Museums;696183.0;91.69;0.0;2521642.0;VT;1733332.0
96;234146.0;MEDICC;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12462;Oakland;nan;133107.0;5.79;Executive Director;-1248699.0;96.24;227132.0;2198784.0;International : International Peace, Security, and Affairs;2454.0;96.11;0.0;1833848.0;CA;858391.0
100;526817.0;Rhode Island Public Radio;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15230;Providence;nan;58140.0;1.8599999999999999;General Manager;-324866.0;69.45;577127.0;950333.0;Arts, Culture, Humanities : Public Broadcasting and Media;207357.0;78.39;0.0;2009275.0;RI;1813186.0
86;181183.0;Center for Arms Control and Non-Proliferation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7539;Washington;nan;79167.0;8.73;Executive Director;-67829.0;85.14;72473.0;3195502.0;Human and Civil Rights : Advocacy and Education;159182.0;85.56;0.0;652259.0;DC;678904.0
100;766911.0;The Campaign Legal Center;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17522;Washington;nan;193533.0;5.93;Executive Director;1638749.0;86.64;422328.0;4683723.0;Human and Civil Rights : Advocacy and Education;16850.0;90.55;0.0;2073449.0;DC;4884587.0
89;6854079.0;Sundance Institute;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5755;Los Angeles;nan;457231.0;1.12;Executive Director;-163059.0;92.74;2920505.0;41523723.0;Arts, Culture, Humanities : Performing Arts;3607266.0;90.68;0.0;30949765.0;CA;23928227.0
92;122012.0;Sitar Arts Center;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8670;Washington;nan;113536.0;6.13;Director;446503.0;85.64;264362.0;4423568.0;Human Services : Youth Development, Shelter, and Crisis Services;-38881.0;88.37;0.0;1463123.0;DC;2220520.0
89;2561164.0;New Profit;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8099;Boston;nan;379795.0;1.43;Founder and CEO;12885953.0;87.62;726592.0;54807007.0;Education : Education Policy and Reform ,;297397.0;88.28;0.0;23093719.0;MA;38960652.0
100;927986.0;Baptist Medical & Dental Mission International;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5622;Hattiesburg;nan;;;Interim President;-322038.0;90.59;124822.0;7078910.0;International : Development and Relief Services;12723.0;93.34;0.0;13071587.0;MS;13789634.0
85;168466.0;International Festival of Arts & Ideas;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7568;New Haven;nan;192949.0;5.36;Executive Director;609663.0;91.41;478532.0;1737565.0;Arts, Culture, Humanities : Performing Arts;53182.0;87.77;0.0;2948691.0;CT;3781276.0
75;177072.0;Green Corps;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6830;Denver;nan;46207.0;4.36;Executive Director;330622.0;85.32;97199.0;4404405.0;Environment : Environmental Protection and Conservation;11279.0;79.49;0.0;783483.0;CO;646672.0
82;92862.0;La Casa de las Madres;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12019;San Francisco;nan;135107.0;5.23;Executive Director;593596.0;98.77;255358.0;3723368.0;Human Services : Social Services;6550.0;87.24;0.0;2233806.0;CA;3169072.0
100;96455.0;Sunshine Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9193;Feasterville;nan;80264.0;6.11;President;-67233.0;84.87;154246.0;1446852.0;Health : Patient and Family Support;215165.0;89.3;0.0;1062070.0;PA;1030373.0
100;337797.0;SMART;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10648;Portland;nan;136992.0;4.25;Executive Director;115050.0;78.88;812264.0;4412677.0;Education : Youth Education Programs and Services;90204.0;85.06;0.0;2073164.0;OR;3248071.0
74;180492.0;Camphill Soltane Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12376;Glenmoore;nan;;;President, Executive Director;-660722.0;91.55;187037.0;10607176.0;Education : Special Education ,;844517.0;80.66;0.0;1918848.0;PA;781138.0
97;819424.0;Jeremiah Program;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11623;Minneapolis;nan;178832.0;2.91;President, CEO;1043509.0;79.28;1360224.0;24695030.0;Human Services : Children's and Family Services;72636.0;85.19;0.0;3945141.0;MN;5916598.0
100;352331.0;Greater Hickory Cooperative Christian Ministry;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8989;Hickory;nan;79665.0;1.51;Executive Director;2045068.0;87.5;131133.0;5396544.0;Human Services : Social Services;66674.0;91.16;0.0;4773603.0;NC;7016011.0
97;685693.0;Gesu School;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6832;Philadelphia;nan;143995.0;3.02;President;1189821.0;84.77;450246.0;26959927.0;Education : Youth Education Programs and Services;534058.0;89.02;0.0;3618738.0;PA;4782010.0
92;140793.0;Big Brothers Big Sisters of the Midlands;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15794;Omaha;nan;119393.0;5.64;Chief Executive Officer;145419.0;88.34;257827.0;1678095.0;Human Services : Youth Development, Shelter, and Crisis Services;454155.0;90.0;0.0;1714617.0;NE;1804501.0
96;1801755.0;Animal Legal Defense Fund;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3298;Cotati;nan;189298.0;1.47;Chief Executive Officer;4935746.0;97.25;1135079.0;16351511.0;Animals : Animal Rights, Welfare, and Services;231130.0;96.56;0.0;9910916.0;CA;17462839.0
100;805647.0;American-Scandinavian Foundation;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3288;New York;nan;227567.0;5.04;President;1066244.0;82.04;273393.0;47218585.0;International : International Peace, Security, and Affairs;1676969.0;87.3;0.0;3427813.0;NY;3635234.0
86;50930.0;Abused Deaf Women's Advocacy Services;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12762;Seattle;nan;108000.0;8.69;Executive Director;169526.0;86.35;115087.0;2680818.0;Human Services : Social Services;117264.0;86.17;0.0;1075897.0;WA;1218388.0
97;3191944.0;Massachusetts Audubon Society;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4055;Lincoln;nan;178975.0;0.65;President;1560269.0;95.7;1747665.0;230059264.0;Environment : Environmental Protection and Conservation;1910990.0;96.29;0.0;22396588.0;MA;18646660.0
96;1098606.0;Habitat for Humanity Greater San Francisco;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7449;San Francisco;nan;;;nan;3000437.0;74.04;1301105.0;26875983.0;Community Development : Housing and Neighborhood Development;25198.0;81.42;0.0;4269265.0;CA;4475631.0
96;469463.0;Iowa State University Alumni Association;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15016;Ames;nan;239956.0;5.66;President;92108.0;88.42;359202.0;7380384.0;Education : Scholarship and Financial Support;512542.0;91.33;76213.0;3408404.0;IA;2860998.0
96;213273.0;Nebraska Humanities Council;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8110;Lincoln;nan;91577.0;4.53;Executive Director;-530320.0;83.25;138969.0;182118.0;Arts, Culture, Humanities : Performing Arts;11664.0;87.82;0.0;1666056.0;NE;1442342.0
59;112402.0;Nashville Repertory Theatre;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14517;Nashville;nan;68000.0;4.61;Producing Artistic Director;-131232.0;78.2;112017.0;35842.0;Arts, Culture, Humanities : Performing Arts;38750.0;67.16;0.0;1249836.0;TN;849413.0
89;193009.0;Ronald McDonald House of San Francisco;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14464;San Francisco;nan;149327.0;9.04;Executive Director;-297702.0;82.04;367265.0;5229691.0;Health : Patient and Family Support;125622.0;85.1;0.0;1090817.0;CA;1221117.0
93;326935.0;Pet Partners;https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5765;Bellevue;nan;183836.0;8.37;President, CEO;-504343.0;79.25;519285.0;7526760.0;Health : Patient and Family Support;140812.0;84.51;0.0;1348590.0;WA;1111102.0
