Accountability score,Charity name,Charity url,City,Organization type
93,KinderUSA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17425,Dallas,Development and Relief Services  
92,ADRA International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8078,Silver Spring,Development and Relief Services  
74,The Luke Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10888,Sioux Falls,Development and Relief Services  
93,The Resource Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10817,New York,Development and Relief Services  
74,One World Children's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16918,San Francisco,Development and Relief Services  
100,Medical Benevolence Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4065,Houston,Development and Relief Services  
100,American Himalayan Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5817,San Francisco,Development and Relief Services  
100,International Disaster Emergency Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10788,Noblesville,Development and Relief Services  
92,Agros International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16777,Seattle,Development and Relief Services  
96,El Hogar Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15602,Woburn,Development and Relief Services  
96,One Israel Fund Ltd.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4924,Cedarhurst,Development and Relief Services  
100,Sudan Relief Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6249,Merriffield,Development and Relief Services  
100,Save a Child's Heart Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11835,Rockville,Development and Relief Services  
85,Calcutta Mercy Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13563,Griffin,Development and Relief Services  
96,ORPHANetwork,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15079,Virginia Beach,Development and Relief Services  
100,Nepal Youth Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6330,Sausalito,Development and Relief Services  
100,United Palestinian Appeal,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5983,Washington,Development and Relief Services  
100,The Global Orphan Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12910,Kansas City,Development and Relief Services  
96,Tanzanian Children's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15925,Cambridge,Development and Relief Services  
100,Friends of Women's World Banking (FWWB),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10977,New York,Development and Relief Services  
100,PATH,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17560,Seattle,Development and Relief Services  
100,GlobalGiving,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11648,Washington,Development and Relief Services  
89,SMVA Trust,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13518,Austin,Development and Relief Services  
86,Christian Aid Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3494,Berlin,Development and Relief Services  
100,Kinship United,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10000,Rolling Meadows,Development and Relief Services  
86,American Friends of Leket Israel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17215,Teaneck,Development and Relief Services  
92,Ezra International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12153,Clermont,Development and Relief Services  
100,Kiwanis Children's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3972,Indianapolis,Development and Relief Services  
100,International Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6505,National City,Development and Relief Services  
90,SOS International/SOS Local,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13196,Keller,Development and Relief Services  
93,Help the Helpless,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7708,Vadnais Heights,Development and Relief Services  
100,Dining for Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16725,Greenville,Development and Relief Services  
97,Grassroots International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4883,Boston,Development and Relief Services  
100,Association for India's Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7135,College Park,Development and Relief Services  
85,The American Committee for the Tel Aviv Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3249,New York,Development and Relief Services  
80,Stephen's Children Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14760,Grand Rapids,Development and Relief Services  
55,BLESS USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12782,Cedar Grove,Development and Relief Services  
66,United Holy Land Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17403,Burbank,Development and Relief Services  
85,Virgin Unite USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13247,New York,Development and Relief Services  
100,BRAC USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13187,New York,Development and Relief Services  
92,BlinkNow Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17616,Mendham,Development and Relief Services  
93,Armenian General Benevolent Union,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3309,New York,Development and Relief Services  
92,Human Development Foundation of North America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5276,Rolling Meadows,Development and Relief Services  
96,Akshaya Patra USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16829,Stoneham,Development and Relief Services  
89,Himalayan Cataract Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8071,Waterbury,Development and Relief Services  
100,Asha for Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7630,Walnut,Development and Relief Services  
96,The Tibet Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4565,New York,Development and Relief Services  
97,Amref Health Africa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4943,New York,Development and Relief Services  
100,Central Asia Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10411,Bozeman,Development and Relief Services  
90,Acres of Love,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13171,San Juan Capistrano,Development and Relief Services  
89,Share & Care Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8306,Paramus,Development and Relief Services  
96,Hope for Haiti,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9170,Naples,Humanitarian Relief Supplies
96,MedShare,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9290,Decatur,Humanitarian Relief Supplies
89,Children of The Americas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6370,Trabuco Canyon,Humanitarian Relief Supplies
93,Gleanings For The Hungry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5719,Dinuba,Humanitarian Relief Supplies
97,Americares,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3289,Stamford,Humanitarian Relief Supplies
100,Medical Teams International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4070,Tigard,Humanitarian Relief Supplies
100,Soles4Souls,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12982,Old Hickory,Humanitarian Relief Supplies
100,Books For Africa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3373,Saint Paul,Humanitarian Relief Supplies
96,The Outreach Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13126,Union,Humanitarian Relief Supplies
63,The AIMS Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3803,San Ramon,Humanitarian Relief Supplies
77,CIS Development Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3403,East Brunswick,Humanitarian Relief Supplies
62,Christ for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5654,Tulsa,Humanitarian Relief Supplies
100,Brother's Brother Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3396,Pittsburgh,Humanitarian Relief Supplies
100,Vitamin Angels,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10717,Santa Barbara,Humanitarian Relief Supplies
89,Feed My Hungry Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12238,Phoenix,Humanitarian Relief Supplies
80,Charity Vision,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17199,Provo,Humanitarian Relief Supplies
100,Children's Hunger Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3487,Sylmar,Humanitarian Relief Supplies
100,Matter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12021,St. Louis Park,Humanitarian Relief Supplies
67,Aid for Starving Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12770,Santa Rosa,Humanitarian Relief Supplies
96,Project HOPE,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4367,Millwood,Humanitarian Relief Supplies
96,CitiHope Relief & Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3510,Margaretville,Humanitarian Relief Supplies
100,Matthew 25: Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6901,Cincinnati,Humanitarian Relief Supplies
100,FAME,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9435,Indianapolis,Humanitarian Relief Supplies
100,Medical Bridges,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9701,Houston,Humanitarian Relief Supplies
100,International Relief Teams,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5210,San Diego,Humanitarian Relief Supplies
92,Central American Medical Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12993,Orrville,Humanitarian Relief Supplies
100,American Nicaraguan Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3279,Miami,Humanitarian Relief Supplies
89,International Eye Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5396,Kensington,Humanitarian Relief Supplies
100,American Foundation For Children With AIDS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12734,Harrisburg,Humanitarian Relief Supplies
96,Giving Children Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7484,Buena Park,Humanitarian Relief Supplies
100,Globus Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3849,Salt Lake City,Humanitarian Relief Supplies
66,Children's Relief Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8123,Glendale,Humanitarian Relief Supplies
100,Heart to Heart International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3807,Lenexa,Humanitarian Relief Supplies
97,Orphan Grain Train,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6904,Norfolk,Humanitarian Relief Supplies
90,Christian Blind Mission International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3497,Greenville,Humanitarian Relief Supplies
81,ISOH/IMPACT,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3857,Perrysburg,Humanitarian Relief Supplies
81,Feeding The Nations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12505,South Bend,Humanitarian Relief Supplies
100,Amigos for Christ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8280,Buford,Humanitarian Relief Supplies
100,Salvadoran American Humanitarian Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12830,Miami,Humanitarian Relief Supplies
81,World Care,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7659,Tucson,Humanitarian Relief Supplies
100,Cross International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11283,Pompano Beach,Humanitarian Relief Supplies 
66,Volunteers for Inter-American Development Assistance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5638,Emeryville,Humanitarian Relief Supplies 
89,American Academy in Rome,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3238,New York,International Peace
81,Religions for Peace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4757,New York,International Peace
78,Better World Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5546,Washington,International Peace
88,National Committee on United States-China Relations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4170,New York,International Peace
100,White Ribbon Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15456,Washington,International Peace
92,The Abraham Fund Initiatives,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9371,Newton,International Peace
96,Netherland-America Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6010,New York,International Peace
96,Washington Office on Latin America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5422,Washington,International Peace
89,Inter-American Dialogue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6241,Washington,International Peace
92,The Chicago Council on Global Affairs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9047,Chicago,International Peace
82,Child Rights And You America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13150,Braintree,International Peace
100,Carnegie Endowment for International Peace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13537,Washington,International Peace
100,International Center for Research on Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3884,Washington,International Peace
90,B'nai B'rith International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5476,Washington,International Peace
96,AFS-USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3222,New York,International Peace
90,The Center for Justice and Accountability,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11550,San Francisco,International Peace
100,American Council on Germany,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4945,New York,International Peace
88,Ibis Reproductive Health,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15546,Cambridge,International Peace
100,Just Detention International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12902,Los Angeles,International Peace
93,Council on Foreign Relations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3580,New York,International Peace
88,Asia Society Texas Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16326,Houston,International Peace
85,The Korea Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3975,New York,International Peace
89,French-American Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4966,New York,International Peace
96,Invisible Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12429,Washington,International Peace
89,The Fund for Global Human Rights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11840,Washington,International Peace
100,Human Rights Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13912,New York,International Peace
93,Institute for Global Engagement,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9416,Arlington,International Peace
84,Not For Sale,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17286,San Francisco,International Peace
96,Alexander Muss Institute for Israel Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3821,Rockville Centre,International Peace
100,The Rotary Foundation of Rotary International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4553,Evanston,International Peace
100,Jewish World Watch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13142,Encino,International Peace
77,Liberty in North Korea,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16992,Long Beach,International Peace
89,International Peace Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3895,New York,International Peace
93,Bread for the World Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5376,Washington,International Peace
89,CEC ArtsLink,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4953,New York,International Peace
100,The Asia Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3315,San Francisco,International Peace
74,Soliya,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15730,New York,International Peace
85,Carnegie Council for Ethics in International Affairs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14679,New York,International Peace
85,Global Exchange,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5827,San Francisco,International Peace
100,Amigos de las AmÃ©ricas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5662,Houston,International Peace
100,Seeds of Peace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4459,New York,International Peace
100,V-Day,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10309,San Francisco,International Peace
97,The National Security Archive,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6048,Washington,International Peace
96,NetHope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13133,Fairfax,International Peace
100,Shared Hope International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9128,Vancouver,International Peace
100,Love146,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12525,New Haven,International Peace
100,Nonviolent Peaceforce,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12504,St. Paul,International Peace
100,Center for Global Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12083,Washington,International Peace
100,The Prem Rawat Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11810,Los Angeles,International Peace
88,OneVoice Movement,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12929,New York,International Peace
86,Institute for Middle East Understanding,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14467,Tustin,International Peace
97,The Center for Victims of Torture,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6486,St. Paul,International Peace
100,International Women's Health Coalition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7733,New York,International Peace
100,World Food Program USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7696,Washington,International Peace
70,Armenian Assembly of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5445,Washington,International Peace
92,Worldwatch Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6094,Washington,International Peace
97,Physicians for Human Rights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5058,New York,International Peace
89,Yale-China Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14388,New Haven,International Peace
66,FACE Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15646,New York,International Peace
89,East-West Center Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7512,Honolulu,International Peace
77,Global Foundation for Democracy and Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16460,Washington,International Peace
89,American Academy in Berlin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3237,New York,International Peace
89,J Street Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14151,Washington,International Peace
77,Peace Action Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6232,Silver Spring,International Peace
100,Beyond Borders,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6071,Washington,International Peace
100,Refugees International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5415,Washington,International Peace
100,WITNESS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10830,Brooklyn,International Peace
100,Polaris,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12434,Washington,International Peace
89,Migration Policy Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15476,Washington,International Peace
92,The Middle East Media Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8188,Washington,International Peace
67,German Foundation for World Population,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16061,New York,International Peace
96,HonestReporting.com,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10982,New York,International Peace
100,American Institute for Contemporary German Studies,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8417,Washington,International Peace
96,Eisenhower Fellowships,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3658,Philadelphia,International Peace
100,The Advocates for Human Rights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5261,Minneapolis,International Peace
96,MEDICC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12462,Oakland,International Peace
100,American-Scandinavian Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3288,New York,International Peace
89,American Friends of the Episcopal Diocese of Jerusalem,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15870,Darien,International Peace
69,ZOE International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16766,Santa Clarita,International Peace
97,World Jewish Congress - American Section,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4762,Lewiston,International Peace
62,C-FAM,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11016,New York,International Peace
97,New Israel Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4220,New York,International Peace
97,Global Fund for Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7340,San Francisco,International Peace
96,Givat Haviva Educational Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4957,New York,International Peace
92,Human Rights Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9189,Dallas,International Peace
96,Peace Development Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4880,Amherst,International Peace
89,A Jewish Voice for Peace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16302,Oakland,International Peace
85,Zionist Organization of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5016,New York,International Peace
97,Human Rights Watch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3845,New York,International Peace
75,Not on Our Watch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17329,New York,International Peace
89,Ploughshares Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4343,San Francisco,International Peace
89,The Fellowship of Reconciliation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5003,Nyack,International Peace
89,Japan Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5995,New York,International Peace
96,CERGE-EI Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13504,Teaneck,International Peace
100,Center for International Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5436,Washington,International Peace
100,WorldTeach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11958,Cambridge,International Peace
93,World Federalist Movement - Institute for Global Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5006,New York,International Peace
100,Friends of Israel Disabled Veterans â€“ Beit Halochem,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6744,New York,International Peace
82,World Pulse Voices,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17386,Portland,International Peace
96,The Washington Institute for Near East Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5431,Washington,International Peace
93,International Center for Journalists,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4919,Washington,International Peace
100,Free the Slaves,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11051,Washington,International Peace
96,MADRE,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4979,New York,International Peace
88,Elie Wiesel Foundation for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11924,New York,International Peace
77,Center for Justice and International Law,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16482,Washington,International Peace
96,Equality Now,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6023,New York,International Peace
31,FLAME,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7450,Berkeley,International Peace
89,Global Alliance for Improved Nutrition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16849,Washington,International Peace
100,Physicians for Social Responsibility,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5109,Washington,International Peace
93,Institute of International Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3875,New York,International Peace
85,Asylum Access,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16373,Oakland,International Peace
71,Dalit Freedom Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11649,Virginia Beach,International Peace
96,Urgent Action Fund for Women's Human Rights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12449,Oakland,International Peace
97,International Campaign for Tibet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3883,Washington,International Peace
93,China Institute in America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8935,New York,International Peace
67,American Friends of the Israel Democracy Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3258,Atlanta,International Peace
97,StandWithUs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11085,Los Angeles,International Peace
96,German Marshall Fund of the US,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13536,Washington,International Peace
100,Foreign Policy Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8952,Philadelphia,International Peace
96,PCI Media Impact,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4978,New York,International Peace
90,World Affairs Council of Dallas/Fort Worth,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15054,Dallas,International Peace
70,Institute for Foreign Policy Analysis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5380,Cambridge,International Peace
89,America-Israel Friendship League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5137,New York,International Peace
97,Amnesty International USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3294,New York,International Peace
78,International Friendships,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14006,Columbus,Religion
46,Catholics United for the Faith,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7761,Steubenville,Religion
55,Ambassadors for Christ International - USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5521,Marietta,Religion
76,Roseland Christian Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7818,Chicago,Religion
85,Christian Solidarity International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7807,Westlake Village,Religion
44,Misaskim,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16375,Brooklyn,Religion
96,Youth for Christ USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6938,Englewood,Religion
89,Cadence International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13213,Englewood,Religion
78,Men of Valor,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13229,Nashville,Religion
85,Bridge Builders International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7421,Philomath,Religion
86,Global Advance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7325,Dallas,Religion
73,Four Corners Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16270,Opelika,Religion
100,African Bible Colleges,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13962,Clinton,Religion
85,Call to Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6950,Chicago,Religion
71,First Love International Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15290,Loves Park,Religion
70,Christian Union,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14063,Princeton,Religion
78,Life Without Limbs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12591,Agoura Hills,Religion
93,United Religions Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6331,San Francisco,Religion
89,Hillel of Greater Philadelphia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6814,Philadelphia,Religion
92,Christian Leadership Concepts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7254,Nashville,Religion
82,The National Centre for Padre Pio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5089,Barto,Religion
